station_index,latitude,longitude,date_time,time_zone,aqi,city_name,city_url,dominant_pollution,pollution_co,pollution_dew,pollution_h,pollution_o3,pollution_p,pollution_pm10,pollution_pm25,pollution_r,pollution_so2,pollution_t
97,47.64476,-117.58913,2016-10-05 14:00:00,-07:00,-,http://aqicn.org/city/usa/washington/airway-heights/w-12th-ave/,,,,,34.2,,1021.3,16,8,,,18.1
98,-122.61428,48.52059,2018-09-01 21:00:00,-07:00,38,http://aqicn.org/city/usa/washington/anacortes-202--avenue/,,pm25,,,72.5,24.1,1017.9,,38,,1.5,15.1
99,48.4654,-122.56,2019-10-03 06:00:00,-07:00,18,https://aqicn.org/city/usa/washington/anacortes/bartholomew-rd,,o3,,,,17.6,1013.9,,6,,1.5,11.6
100,47.61311,-122.20161,2018-09-01 21:00:00,-07:00,18,http://aqicn.org/city/usa/washington/bellevue/bellevue-way/,,pm25,3.3,,,16,,,18,,1.5,
101,48.76278,-122.44028,2018-09-01 21:00:00,-07:00,34,http://aqicn.org/city/usa/washington/bellingham/yew-st/,,pm25,,,,9.6,,,34,,1.5,
102,47.592675,-122.62739,2019-10-05 21:00:00,-07:00,31,https://aqicn.org/city/usa/washington/bremerton/spruce-ave,,pm25,3.2,,94.3,16,1030.5,,31,,1.5,8.3
103,48.29786,-124.62491,2019-10-05 21:00:00,-07:00,19,https://aqicn.org/city/usa/washington/cheeka-peak,,o3,1.2,,,19.2,1030.7,,8,,,9.4
104,46.66409,-122.96732,2019-10-05 21:00:00,-07:00,43,https://aqicn.org/city/usa/washington/chehalis/market-blvd,,pm25,,10.3,,6.4,,,43,,,10.3
105,46.425416,-117.060445,2019-10-05 21:00:00,-07:00,38,https://aqicn.org/city/usa/washington/clarkston/13th-st,,pm25,,,70.5,,1026.5,,38,,,4.4
106,47.8082264,-117.34327,2019-10-01 07:00:00,-07:00,7,https://aqicn.org/city/usa/washington/colbert/greenbluff-rd,,o3,,,71.7,7.3,1020.7,16,51,,,-1.5
107,48.54296,-117.90326,2018-09-01 20:00:00,-07:00,33,http://aqicn.org/city/usa/washington/colville/oak-st-s/,,pm25,,,15.5,,1012.5,24,33,,,15.9
108,48.95074,-122.55441,2019-10-05 21:00:00,-07:00,73,https://aqicn.org/city/usa/washington/custer/loomis,,pm25,,,,3.2,1030.6,,73,,1.7,5.5
109,48.2468,-121.6031,2019-10-05 21:00:00,-07:00,12,https://aqicn.org/city/usa/washington/darrington/fir-st,,pm25,,,,,1025.4,,12,,,6.1
110,46.318,-117.985,2019-10-05 21:00:00,-07:00,41,https://aqicn.org/city/usa/washington/dayton/w-main-st,,pm25,,,,,1022.6,,41,,,7.7
111,46.99364,-120.545,2019-10-05 21:00:00,-07:00,50,https://aqicn.org/city/usa/washington/ellensburg/ruby-st,,pm25,,,,,1025.6,8,50,,,8.8
112,46.4085229,-120.5441734,2018-09-01 21:00:00,-07:00,41,http://aqicn.org/city/usa/washington/harrah-n-harrah-rd/,,pm25,,,,,,23,41,,,
113,46.21835,-119.20152,2019-10-05 21:00:00,-07:00,17,https://aqicn.org/city/usa/washington/kennewick/metaline,,pm25,,,,27.2,1028.5,7,17,,,12.2
114,47.38614,-122.23195,2019-10-05 21:00:00,-07:00,34,https://aqicn.org/city/usa/washington/kent/central-and-james,,pm25,2.6,,,9.6,1029.3,,34,,,11.8
115,47.029396,-122.821548,2019-10-05 20:00:00,-07:00,31,https://aqicn.org/city/usa/washington/lacey/college-st,,pm25,,,,6.4,1029.3,,31,,,8.8
116,46.8153,-117.8739,2019-10-05 21:00:00,-07:00,5,https://aqicn.org/city/usa/washington/lacrosse/hill-st,,pm25,,,,,1027.2,,5,,,9.4
117,47.75452,-122.28034,2019-10-05 21:00:00,-07:00,56,https://aqicn.org/city/usa/washington/lake-forest-park/town-center,,pm25,3.3,,,16,1028.5,,56,,,9.4
118,47.59886,-120.6647,2019-10-05 21:00:00,-07:00,33,https://aqicn.org/city/usa/washington/leavenworth/evans-st,,pm25,,,,,,,33,,,6.6
119,47.6603562,-117.0799962,2018-09-01 21:00:00,-07:00,61,http://aqicn.org/city/usa/washington/liberty-lake/e-valleyway/,,pm25,,,,,,41,61,,,
120,46.139443,-122.961944,2019-10-05 21:00:00,-07:00,50,https://aqicn.org/city/usa/washington/longview/30th-ave,,pm25,,,,,1029.3,,50,,,9.3
121,47.8064,-122.3167,2019-10-05 21:00:00,-07:00,65,https://aqicn.org/city/usa/washington/lynnwood/212-ult,,pm25,3.7,,,16,1027.6,,65,,,9.4
122,48.9477,-122.1471,2019-10-05 21:00:00,-07:00,60,https://aqicn.org/city/usa/washington/maple-falls/azure-way,,pm25,,,,3.2,1030.3,,60,,1.7,7.7
123,48.054315,-122.171529,2019-10-05 21:00:00,-07:00,55,https://aqicn.org/city/usa/washington/marysville/7th-ave,,pm25,3.7,,,17.6,1029.7,,55,,,7.2
124,46.5754,-119.0021,2019-10-05 21:00:00,-07:00,11,https://aqicn.org/city/usa/washington/mesa/pepiot-way,,pm25,,,,27.2,992.1,7,11,,,10.5
125,47.1303,-119.2737,2019-10-05 21:00:00,-07:00,21,https://aqicn.org/city/usa/washington/moses-lake/balsam-st,,pm25,,,,,1026.3,,21,,,10.5
126,48.4102,-122.3376,2019-10-05 21:00:00,-07:00,18,https://aqicn.org/city/usa/washington/mt-vernon/s-second-st,,pm25,,,,17.6,1027.5,,18,,1.5,8.3
127,48.366058,-124.610045,2019-10-05 20:00:00,-07:00,19,https://aqicn.org/city/usa/washington/neah-bay-2/makah-tribe,,o3,1.2,,,19.2,1030.7,,44,,,9.4
128,47.49022,-121.77278,2019-10-05 21:00:00,-07:00,20,https://aqicn.org/city/usa/washington/north-bend/north-bend-way,,pm25,3.3,,,22.4,1028.1,,20,,,8.3
129,48.2944,-122.66,2019-10-05 21:00:00,-07:00,20,https://aqicn.org/city/usa/washington/oak-harbor/sw-6th,,pm25,,,,17.6,1031.1,,20,,1.5,
130,46.818292,-123.197083,2018-09-01 21:00:00,-07:00,24,http://aqicn.org/city/usa/washington/oakville/chehalis-tribe/,,o3,,,,24.1,,,20,,,
131,48.39999,-119.51896,2019-10-05 21:00:00,-07:00,38,https://aqicn.org/city/usa/washington/omak/colville-tribe,,pm25,,,,,,,38,,,6.1
132,48.11697,-123.46555,2018-09-01 21:00:00,-07:00,27,http://aqicn.org/city/usa/washington/port-angeles/w-14th-st/,,pm25,,,,,,,27,,,
133,48.12919,-122.77897,2019-10-05 21:00:00,-07:00,28,https://aqicn.org/city/usa/washington/port-townsend/san-juan-ave,,pm25,,,,17.6,1029.5,,28,,1.5,6.1
134,46.7244,-117.18014,2019-10-05 20:00:00,-07:00,4,https://aqicn.org/city/usa/washington/pullman/dexter-se,,pm25,,,,,1026.9,,4,,,6.9
135,47.1401,-122.3004,2019-10-05 21:00:00,-07:00,52,https://aqicn.org/city/usa/washington/puyallup/128th-st,,pm25,,,,,1029.3,,52,,,8.3
136,47.2372495,-122.409946,2018-09-01 21:00:00,-07:00,17,http://aqicn.org/city/usa/washington/puyallup/puyallup-tribe/,,pm25,,,,,,,17,,,
137,46.68562,-123.7285563,2018-04-10 07:00:00,-07:00,-,http://aqicn.org/city/usa/washington/raymond/commercial/,,,,,,,,,16,,,
138,47.128,-118.3819,2019-10-05 21:00:00,-07:00,14,https://aqicn.org/city/usa/washington/ritzville/alder-st,,pm25,,,,,1034.9,,14,,,
139,47.23136,-117.36856,2019-10-05 21:00:00,-07:00,15,https://aqicn.org/city/usa/washington/rosalia/josephine-st,,pm25,,,,18.4,936.1,15,15,,,
140,47.5682,-122.3086,2019-10-05 21:00:00,-07:00,17,https://aqicn.org/city/usa/washington/seattle/beacon-hill,,pm25,2.4,,81.5,16.8,1029.8,,17,,1.5,10.5
141,47.559975,-122.338265,2019-10-05 21:00:00,-07:00,34,https://aqicn.org/city/usa/washington/seattle/duwamish,,pm25,2.4,,,16.8,1029.2,,34,,1.5,11.6
142,47.6171136,-122.3044689,2019-10-05 20:00:00,-07:00,42,https://aqicn.org/city/usa/washington/seattle/olive-st,,pm25,3.3,,78.8,9.6,1029.7,,42,,1.5,11.2
143,47.6331,-122.3628,2018-09-01 21:00:00,-07:00,30,http://aqicn.org/city/usa/washington/seattle/queen-anne-hill/,,pm25,3.2,,,16,,,30,,1.5,
144,47.53091,-122.3208,2019-10-05 21:00:00,-07:00,46,https://aqicn.org/city/usa/washington/seattle/south-park,,pm25,2.4,,,16.8,1029.2,,46,,1.5,11.6
145,47.21355,-123.10081,2019-10-05 21:00:00,-07:00,38,https://aqicn.org/city/usa/washington/shelton/w-franklin,,pm25,,,,6.4,1028.7,,38,,,
146,47.672482,-117.36485,2019-10-05 21:00:00,-07:00,59,https://aqicn.org/city/usa/washington/spokane/augusta-ave,,pm25,,,81.8,,1028.3,25,59,,,5.5
147,47.663,-117.4283,2018-09-01 21:00:00,-07:00,45,http://aqicn.org/city/usa/washington/spokane/college-street/,,pm25,,,,,1012.2,16,45,,,
148,47.663962,-117.25765,2019-10-05 21:00:00,-07:00,61,https://aqicn.org/city/usa/washington/spokane/e-broadway-ave,,pm25,,,,,,25,61,,,
149,47.69983,-117.42631,2019-10-05 21:00:00,-07:00,50,https://aqicn.org/city/usa/washington/spokane/monroe-st,,pm25,,,,,1026.7,16,50,,,6.1
150,47.2656,-122.385,2019-10-05 15:00:00,-07:00,15,https://aqicn.org/city/usa/washington/tacoma/alexander-ave,,pm25,,,70.2,,,,15,,,16.3
151,47.18631,-122.45154,2019-10-05 20:00:00,-07:00,55,https://aqicn.org/city/usa/washington/tacoma/l-street,,pm25,,,91.5,,1029.2,,55,,,9.1
152,46.38024,-120.33266,2019-10-05 20:00:00,-07:00,8,https://aqicn.org/city/usa/washington/toppenish/yakama-tribe,,pm10,,,,,1024.7,8,17,,,12.2
153,48.069,-122.275,2018-09-01 21:00:00,-07:00,28,http://aqicn.org/city/usa/washington/tulalip/tulalip-tribe/,,pm25,2.4,,,13.6,,,28,,,
154,48.36451,-120.12113,2019-10-05 21:00:00,-07:00,35,https://aqicn.org/city/usa/washington/twisp/glover-st,,pm25,,,,,1024.7,,35,,,6.6
155,45.668065,-122.549247,2018-09-01 21:00:00,-07:00,17,http://aqicn.org/city/usa/washington/vancouver/fourth-plain-rd/,,pm25,,,,,,,17,,,
156,46.05881,-118.35147,2019-10-05 21:00:00,-07:00,18,https://aqicn.org/city/usa/washington/walla-walla/12th-st,,pm25,,,,,1027.4,,18,,,11.1
157,47.88528,-117.98865,2019-10-05 21:00:00,-07:00,4,https://aqicn.org/city/usa/washington/wellpinit/spokane-tribe,,pm25,,,84.5,,1026.2,16,4,,,2.5
158,47.43061,-120.34195,2019-10-05 21:00:00,-07:00,10,https://aqicn.org/city/usa/washington/wenatchee/fifth-st,,pm25,,,,,958.3,,10,,,12.7
159,48.47724,-120.19057,2019-10-05 21:00:00,-07:00,20,https://aqicn.org/city/usa/washington/winthrop/chewuch-rd,,pm25,,,,,,,20,,,7.2
160,46.37543,-120.72932,2019-10-05 20:00:00,-07:00,8,https://aqicn.org/city/usa/washington/white-swan/yakama-tribe,,pm10,,,,,1005.6,8,8,,,4.4
161,45.86639,-122.40889,2019-10-05 21:00:00,-07:00,60,https://aqicn.org/city/usa/washington/yacolt/yacolt-rd,,pm25,,,,,,,60,,,6.3
162,46.59495,-120.51228,2019-10-05 21:00:00,-07:00,21,https://aqicn.org/city/usa/washington/yakima/4th-ave,,pm25,,,36.6,,1023.7,8,21,,,15.7
163,46.4452069,-120.438234,2018-09-01 21:00:00,-07:00,30,http://aqicn.org/city/usa/washington/harrah/yakama-tribe/,,pm25,,,,,,23,30,,,
164,45.61071,-122.535634,2018-09-01 21:00:00,-07:00,17,http://aqicn.org/city/usa/washington/vancouver/ne-vancouver/,,pm25,,,,27,,,17,,,
177,29.7706975,-95.0312316,2019-10-05 22:00:00,-06:00,55,https://aqicn.org/city/texas/houston/baytown,,pm25,,,84.8,12.8,1013.5,,55,,0.2,
178,29.686389,-95.294722,2019-10-05 22:00:00,-06:00,59,https://aqicn.org/city/texas/houston/park-place,,pm25,2.3,,,40,1014.2,,59,,0.5,
179,29.5830473,-95.0155437,2019-10-05 22:00:00,-06:00,32,https://aqicn.org/city/texas/houston/seabrook-friendship-park,,o3,,,85.5,32,1013.2,,5,,0.2,27.2
180,30.3503017,-95.4251278,2019-10-05 23:00:00,-06:00,72,https://aqicn.org/city/texas/houston/conroe-relocated,,pm25,2.3,,77.5,13.6,1013.5,,72,,,25.8
181,29.7679707,-95.2205867,2019-10-05 22:00:00,-06:00,70,https://aqicn.org/city/texas/houston/houston-east,,pm25,2.3,,,29.6,1013.2,,70,,0.5,27.2
182,32.1754284,-96.8701803,2019-10-05 22:00:00,-06:00,51,https://aqicn.org/city/texas/dallas/fort-worth/italy,,pm25,,,,34.4,1013.8,,51,,,
183,32.5649518,-96.3176773,2019-10-05 23:00:00,-06:00,51,https://aqicn.org/city/texas/dallas/fort-worth/kaufman,,pm25,,,,28.9,1010.4,,51,,,25.8
184,32.6563574,-97.0885849,2019-10-05 22:00:00,-06:00,51,https://aqicn.org/city/texas/dallas/fort-worth/arlington-municipal-airport,,pm25,,,,33.6,1014.2,,51,,,
185,32.7591432,-97.3423337,2019-10-05 23:00:00,-06:00,59,https://aqicn.org/city/texas/dallas/fort-worth/haws-athletic-center,,pm25,,,61.5,28.1,1016.3,,59,,,26.9
186,29.4072945,-98.431251,2019-10-05 21:00:00,-06:00,30,https://aqicn.org/city/texas/san-antonio/cps-pecan-valley,,pm25,,,,28.9,1014.1,,30,,,25.8
187,29.2753812,-98.3116919,2019-10-05 22:00:00,-06:00,29,https://aqicn.org/city/texas/san-antonio/calaveras-lake,,o3,,,70.8,28.9,1012.5,,25,,,24.7
188,29.3529047,-98.3328207,2019-10-05 21:00:00,-06:00,30,https://aqicn.org/city/texas/san-antonio/heritage-middle-school,,pm25,,,59.5,28.9,1012.2,,30,,,25.5
189,29.4239327,-98.5805051,2019-10-05 23:00:00,-06:00,59,https://aqicn.org/city/texas/san-antonio/old-hwy-90,,pm25,,,,8,1013.8,,59,,,
190,29.3328029,-98.5513964,2019-10-05 23:00:00,-06:00,44,https://aqicn.org/city/texas/san-antonio/palo-alto,,pm25,,,,8,1013.8,,44,,,
191,29.51509,-98.620166,2019-10-05 22:00:00,-06:00,53,https://aqicn.org/city/texas/san-antonio/san-antonio-northwest,,pm25,,,62.5,33.6,1011.7,,53,,,26.6
192,29.5877306,-98.3124785,2017-12-29 12:00:00,-06:00,35,http://aqicn.org/city/texas/san-antonio/selma/,,pm25,,,,7.3,,,35,,1.2,
193,31.6675,-106.288,2019-10-05 22:00:00,-06:00,60,https://aqicn.org/city/texas/el-paso/socorro-hueco,,pm25,2.3,,,3.2,1009.1,51,60,,1.2,21.9
194,27.4269883,-97.2987037,2019-10-05 22:00:00,-06:00,25,https://aqicn.org/city/texas/corpus-christi/national-seashore,,pm25,,,,19.2,1013.3,,25,,0.5,27.7
195,30.06717,-94.09093,2018-05-03 15:00:00,-06:00,46,http://aqicn.org/city/texas/beaumont/beaumont-mary/,,pm25,4.5,,69.5,5.6,1017.4,,46,,0.3,26.9444
196,31.8702534,-102.3347563,2019-10-05 08:00:00,-06:00,-,https://aqicn.org/city/texas/midland/odessa-gonzales,,,,,,,1016.2,,5,,,
197,29.2544736,-94.8612886,2019-10-05 22:00:00,-06:00,38,https://aqicn.org/city/texas/houston/galveston-99th-street,,o3,2.3,,,38.4,1014.2,,5,,0.2,27.2
198,31.6530743,-97.0706982,2019-10-05 23:00:00,-06:00,46,https://aqicn.org/city/texas/waco/waco-mazanec,,pm25,,,,34.4,,,46,,,26.1
199,27.599444,-99.533333,2019-10-05 22:00:00,-06:00,34,https://aqicn.org/city/texas/laredo/world-trade-bridge,,pm25,2.3,,75.4,18.4,1015.1,,34,,,27.3
